0-50, State-gov, 77516, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 2174, 0, 40, United-States, <=50K
0-50, Self-emp-not-inc, 111985, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 264627, BasicDegree, 10, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 213427, BasicDegree, 9, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 279015, BasicDegree, 10, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 65, United-States, <=50K
0-50, Private, 165937, BasicDegree, 9, Married, Machine-op-inspct, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Federal-gov, 188343, BasicDegree, 9, Married, Exec-managerial, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
50-100, Private, 158609, BasicDegree, 11, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 8, United-States, <=50K
0-50, Private, 193036, BasicDegree, 10, Married, Adm-clerical, Husband, Orient, Male, 0, 0, 40, United-States, >50K
0-50, Private, 198632, BasicDegree, 10, Married, Sales, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
50-100, Private, 175912, BasicDegree, 9, Married, Machine-op-inspct, Unmarried, Occident, Male, 914, 0, 40, United-States, <=50K
0-50, ?, 192773, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Female, 0, 0, 35, United-States, <=50K
0-50, Private, 101387, BasicDegree, 9, Married, Sales, Not-in-family, Occident, Female, 0, 0, 50, United-States, <=50K
0-50, Private, 60783, BasicDegree, 10, Married, Transport-moving, Husband, Occident, Male, 0, 0, 70, United-States, >50K
0-50, Private, 183224, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Orient, Female, 0, 0, 35, United-States, <=50K
50-100, Local-gov, 100776, BasicDegree, 11, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 57600, AdvancedDegree, 16, Married, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 40, ?, <=50K
0-50, Private, 174063, BasicDegree, 10, NonMarried, Other-service, Own-child, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 306495, BasicDegree, 9, Married, Farming-fishing, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Private, 249741, BasicDegree, 10, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 93021, BasicDegree, 9, NonMarried, Adm-clerical, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 49626, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 63062, BasicDegree, 10, NonMarried, Farming-fishing, Own-child, Occident, Male, 0, 0, 60, United-States, <=50K
50-100, Private, 320835, AdvancedDegree, 13, Married, Sales, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Local-gov, 123727, BasicDegree, 10, NonMarried, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 21, United-States, <=50K
50-100, State-gov, 110517, AdvancedDegree, 16, Married, Prof-specialty, Husband, Orient, Male, 4064, 0, 40, India, <=50K
0-50, Private, 149670, BasicDegree, 10, Married, Adm-clerical, Wife, Occident, Female, 4064, 0, 15, United-States, <=50K
0-50, Private, 172425, BasicDegree, 11, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 20, United-States, >50K
0-50, Private, 216116, BasicDegree, 5, NonMarried, Machine-op-inspct, Unmarried, Orient, Female, 0, 0, 40, Haiti, <=50K
0-50, Private, 174209, BasicDegree, 9, Married, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 45, United-States, <=50K
50-100, Federal-gov, 175083, BasicDegree, 9, NonMarried, Adm-clerical, Unmarried, Occident, Female, 0, 0, 20, United-States, <=50K
0-50, Private, 129059, BasicDegree, 10, NonMarried, Sales, Own-child, Orient, Male, 0, 0, 30, United-States, <=50K
0-50, Private, 121313, BasicDegree, 9, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, ?, 181317, BasicDegree, 9, Married, ?, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, State-gov, 166851, AdvancedDegree, 14, NonMarried, Prof-specialty, Not-in-family, Occident, Male, 0, 0, 13, United-States, <=50K
0-50, Self-emp-not-inc, 29616, BasicDegree, 9, NonMarried, Farming-fishing, Own-child, Occident, Male, 0, 0, 65, United-States, <=50K
50-100, Self-emp-inc, 105582, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 7688, 0, 50, United-States, >50K
50-100, ?, 124993, BasicDegree, 9, Married, ?, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, ?, 148509, BasicDegree, 10, NonMarried, ?, Not-in-family, Occident, Female, 0, 0, 30, United-States, <=50K
0-50, Private, 230246, BasicDegree, 5, Married, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, ?, <=50K
50-100, Private, 117881, BasicDegree, 7, Married, Machine-op-inspct, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 203408, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 7688, 0, 50, United-States, >50K
0-50, Private, 446219, BasicDegree, 6, NonMarried, Sales, Unmarried, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Self-emp-inc, 110331, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 65, United-States, >50K
0-50, Private, 207946, BasicDegree, 9, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 52, United-States, <=50K
50-100, ?, 45537, AdvancedDegree, 14, Married, ?, Husband, Orient, Male, 0, 0, 40, United-States, >50K
0-50, Private, 188330, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 25, United-States, <=50K
50-100, Private, 147629, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 60, United-States, >50K
0-50, Private, 153799, BasicDegree, 2, Married, Machine-op-inspct, Unmarried, Occident, Female, 0, 0, 40, Dominican-Republic, <=50K
0-50, Private, 203776, BasicDegree, 6, Married, Craft-repair, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 168071, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 7298, 0, 50, United-States, >50K
50-100, Private, 348430, BasicDegree, 2, Married, Craft-repair, Unmarried, Occident, Male, 0, 0, 40, Portugal, <=50K
50-100, Private, 103407, BasicDegree, 9, Married, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, ?, 152046, BasicDegree, 7, NonMarried, ?, Not-in-family, Occident, Female, 0, 0, 35, Germany, <=50K
0-50, Private, 153205, AdvancedDegree, 13, Married, Prof-specialty, Husband, Orient, Male, 0, 0, 45, ?, <=50K
0-50, Private, 326104, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 238162, AdvancedDegree, 13, Married, Craft-repair, Husband, Occident, Male, 0, 0, 45, United-States, >50K
50-100, Private, 221336, BasicDegree, 9, Married, Adm-clerical, Other-relative, Orient, Female, 0, 0, 40, Philippines, <=50K
0-50, Private, 180656, BasicDegree, 10, Married, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, ?, <=50K
50-100, Self-emp-not-inc, 145329, BasicDegree, 9, NonMarried, Machine-op-inspct, Not-in-family, Occident, Male, 401, 0, 20, United-States, <=50K
0-50, Private, 315776, AdvancedDegree, 14, NonMarried, Exec-managerial, Not-in-family, Orient, Male, 8614, 0, 52, United-States, >50K
50-100, ?, 150516, BasicDegree, 9, Married, ?, Unmarried, Occident, Male, 0, 0, 3, United-States, <=50K
0-50, Private, 325802, AdvancedDegree, 12, Married, Handlers-cleaners, Unmarried, Occident, Female, 0, 0, 24, United-States, <=50K
0-50, Private, 133985, BasicDegree, 6, NonMarried, Craft-repair, Own-child, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 269329, BasicDegree, 11, Married, Prof-specialty, Not-in-family, Occident, Female, 8614, 0, 45, United-States, >50K
0-50, Private, 183203, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 50, United-States, >50K
50-100, Private, 76127, AdvancedDegree, 12, Married, Adm-clerical, Husband, Occident, Male, 0, 0, 35, United-States, >50K
0-50, Private, 195891, AdvancedDegree, 13, NonMarried, Adm-clerical, Not-in-family, Occident, Male, 0, 0, 55, United-States, <=50K
50-100, Federal-gov, 162137, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, State-gov, 37672, BasicDegree, 11, Married, Tech-support, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 161708, BasicDegree, 9, Married, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 45, United-States, >50K
0-50, Private, 80616, BasicDegree, 6, NonMarried, Handlers-cleaners, Own-child, Occident, Male, 0, 0, 27, United-States, <=50K
0-50, Private, 209276, BasicDegree, 9, Married, Other-service, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, ?, 34443, BasicDegree, 10, NonMarried, ?, Own-child, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 192835, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 1977, 55, United-States, >50K
0-50, Private, 203240, BasicDegree, 10, NonMarried, Other-service, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, State-gov, 102308, BasicDegree, 10, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 40829, BasicDegree, 7, NonMarried, Sales, Other-relative, Occident, Female, 0, 0, 25, United-States, <=50K
0-50, Private, 60726, BasicDegree, 9, Married, Transport-moving, Husband, Orient, Male, 0, 0, 30, United-States, <=50K
0-50, State-gov, 116677, BasicDegree, 9, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 57067, BasicDegree, 9, NonMarried, Machine-op-inspct, Other-relative, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Private, 304906, AdvancedDegree, 13, Married, Exec-managerial, Husband, Occident, Male, 0, 0, 40, United-States, >50K
50-100, Private, 101590, BasicDegree, 15, Married, Adm-clerical, Not-in-family, Orient, Female, 0, 0, 20, United-States, <=50K
0-50, Private, 258102, BasicDegree, 3, NonMarried, Transport-moving, Not-in-family, Occident, Male, 0, 0, 40, Mexico, <=50K
0-50, Private, 241185, BasicDegree, 9, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 124827, BasicDegree, 11, Married, Sales, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Self-emp-inc, 76625, BasicDegree, 9, Married, Handlers-cleaners, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Federal-gov, 263339, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 40, United-States, >50K
0-50, Private, 135645, AdvancedDegree, 14, NonMarried, Sales, Not-in-family, Occident, Male, 0, 0, 20, United-States, <=50K
0-50, Private, 245626, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 60, United-States, <=50K
0-50, Private, 210781, AdvancedDegree, 13, NonMarried, Craft-repair, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 235786, AdvancedDegree, 12, Married, Craft-repair, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Self-emp-not-inc, 160167, BasicDegree, 6, Married, Craft-repair, Husband, Occident, Male, 0, 0, 70, United-States, <=50K
50-100, Federal-gov, 30731, BasicDegree, 9, Married, Exec-managerial, Husband, Occident, Male, 7298, 0, 40, United-States, >50K
0-50, Private, 314375, BasicDegree, 11, Married, Craft-repair, Not-in-family, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 81528, BasicDegree, 9, NonMarried, Handlers-cleaners, Other-relative, Occident, Male, 0, 0, 60, United-States, <=50K
50-100, Private, 182854, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 45, United-States, <=50K
0-50, Federal-gov, 296798, BasicDegree, 7, NonMarried, Tech-support, Not-in-family, Occident, Male, 0, 1340, 40, United-States, <=50K
0-50, Private, 194426, AdvancedDegree, 13, Married, Tech-support, Husband, Occident, Male, 15024, 0, 40, United-States, >50K
0-50, ?, 70645, BasicDegree, 10, Married, ?, Wife, Occident, Female, 0, 0, 20, United-States, <=50K
50-100, Self-emp-inc, 141807, AdvancedDegree, 13, Married, Sales, Husband, Occident, Male, 0, 0, 60, United-States, >50K
50-100, ?, 112871, BasicDegree, 7, NonMarried, ?, Not-in-family, Occident, Male, 0, 0, 30, United-States, <=50K
50-100, State-gov, 71344, AdvancedDegree, 14, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, State-gov, 341410, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 0, 0, 15, United-States, <=50K
0-50, Private, 118941, AdvancedDegree, 13, Married, Exec-managerial, Wife, Occident, Female, 0, 0, 40, United-States, >50K
50-100, ?, 159755, BasicDegree, 11, Married, ?, Husband, Occident, Male, 0, 0, 50, United-States, >50K
0-50, Private, 128509, BasicDegree, 3, NonMarried, Machine-op-inspct, Not-in-family, Occident, Female, 0, 0, 40, ?, <=50K
0-50, Self-emp-not-inc, 229125, BasicDegree, 7, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 142756, AdvancedDegree, 13, Married, Prof-specialty, Not-in-family, Occident, Female, 0, 0, 50, United-States, <=50K
0-50, Self-emp-inc, 243871, BasicDegree, 10, NonMarried, Adm-clerical, Own-child, Occident, Female, 0, 0, 45, United-States, <=50K
0-50, Private, 213140, BasicDegree, 11, Married, Craft-repair, Husband, Occident, Male, 7688, 0, 40, United-States, >50K
0-50, Private, 196857, BasicDegree, 9, NonMarried, Other-service, Not-in-family, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 138626, BasicDegree, 10, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, Self-emp-not-inc, 161334, BasicDegree, 9, Married, Other-service, Not-in-family, Occident, Female, 0, 0, 25, Nicaragua, <=50K
50-100, Private, 273536, BasicDegree, 4, Married, Sales, Husband, Orient, Male, 0, 0, 49, Dominican-Republic, <=50K
0-50, Private, 115631, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Occident, Female, 4101, 0, 50, United-States, <=50K
0-50, Private, 185957, BasicDegree, 9, Married, Adm-clerical, Wife, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 334357, BasicDegree, 9, NonMarried, Adm-clerical, Own-child, Orient, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 96102, AdvancedDegree, 14, Married, Exec-managerial, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Private, 213226, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 40, Iran, >50K
0-50, Private, 115248, BasicDegree, 10, NonMarried, Adm-clerical, Not-in-family, Orient, Male, 0, 0, 40, Vietnam, <=50K
0-50, Private, 185061, BasicDegree, 10, Married, Exec-managerial, Husband, Orient, Male, 0, 0, 55, United-States, <=50K
0-50, Private, 147638, AdvancedDegree, 13, NonMarried, Adm-clerical, Other-relative, Orient, Female, 0, 0, 40, Hong, <=50K
0-50, Private, 280298, BasicDegree, 9, NonMarried, Sales, Own-child, Occident, Female, 0, 0, 24, United-States, <=50K
0-50, Private, 163516, BasicDegree, 10, Married, Adm-clerical, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Private, 277434, BasicDegree, 9, Married, Transport-moving, Husband, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, Federal-gov, 206983, BasicDegree, 15, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 60, Columbia, <=50K
0-50, Private, 108993, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 45, United-States, >50K
0-50, Private, 288551, BasicDegree, 9, Married, Craft-repair, Husband, Orient, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 176069, BasicDegree, 9, Married, Machine-op-inspct, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, State-gov, 183486, BasicDegree, 11, Married, Prof-specialty, Unmarried, Occident, Female, 0, 0, 56, United-States, >50K
0-50, Private, 163215, AdvancedDegree, 13, Married, Exec-managerial, Not-in-family, Occident, Female, 10520, 0, 40, United-States, >50K
50-100, Private, 94692, AdvancedDegree, 13, Married, Sales, Husband, Occident, Male, 0, 0, 70, United-States, >50K
0-50, Private, 118462, BasicDegree, 9, NonMarried, Handlers-cleaners, Own-child, Occident, Male, 0, 0, 43, United-States, <=50K
0-50, Private, 407068, BasicDegree, 3, Married, Other-service, Husband, Occident, Male, 0, 0, 75, Mexico, <=50K
0-50, Self-emp-not-inc, 243587, BasicDegree, 10, Married, Other-service, Own-child, Occident, Female, 0, 0, 40, Cuba, <=50K
0-50, Private, 23074, BasicDegree, 10, Married, Exec-managerial, Not-in-family, Occident, Female, 0, 0, 40, United-States, >50K
50-100, Private, 237735, BasicDegree, 9, Married, Handlers-cleaners, Husband, Occident, Male, 3103, 0, 40, United-States, >50K
0-50, Private, 188291, BasicDegree, 2, NonMarried, Sales, Own-child, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 284166, BasicDegree, 15, NonMarried, Prof-specialty, Not-in-family, Occident, Male, 0, 0, 50, United-States, <=50K
0-50, ?, 423460, BasicDegree, 7, NonMarried, ?, Own-child, Occident, Male, 0, 0, 36, United-States, <=50K
0-50, Private, 287681, BasicDegree, 4, NonMarried, Other-service, Not-in-family, Occident, Male, 0, 0, 25, Mexico, <=50K
0-50, Private, 509364, BasicDegree, 9, Married, Craft-repair, Husband, Occident, Male, 0, 0, 40, United-States, <=50K
50-100, ?, 139391, BasicDegree, 10, Married, ?, Husband, Occident, Male, 0, 0, 24, United-States, <=50K
0-50, Private, 91964, BasicDegree, 10, NonMarried, Adm-clerical, Unmarried, Occident, Male, 0, 0, 40, United-States, <=50K
0-50, Private, 117526, BasicDegree, 10, NonMarried, Farming-fishing, Not-in-family, Occident, Female, 0, 0, 45, United-States, <=50K
50-100, Private, 91343, BasicDegree, 10, Married, Tech-support, Unmarried, Occident, Female, 0, 0, 40, United-States, <=50K
0-50, Local-gov, 336969, AdvancedDegree, 13, Married, Prof-specialty, Husband, Occident, Male, 0, 0, 28, El-Salvador, <=50K
